DOB,DateMeasured,Age_days,Age_weeks,Age_category,Population,Generation,Line,Mouse_ID,Sex,Environment,Body_Weight_g,Tail_Length_mm,PopEnv
11/23/18,12/16/18,23,3.29,weaning,Brazil,N11,MANA,193x255_BZ25,Female,Cold,6.9,NA,Brazil - Cold
11/23/18,12/16/18,23,3.29,weaning,Brazil,N11,MANA,193x255_BZ27,Female,Warm,7.56,NA,Brazil - Warm
11/23/18,12/16/18,23,3.29,weaning,Brazil,N11,MANA,193x255_BZ29,Female,Cold,6.78,NA,Brazil - Cold
11/13/18,12/8/18,25,3.57,startexp,New York,N11,SARA,19x13_NY11,Female,Cold,9.04,50.5,New York - Cold
11/13/18,12/5/18,22,3.14,weaning,New York,N11,SARA,19x13_NY11,Female,Cold,7.24,48,New York - Cold
6/29/18,9/10/18,73,10.43,endexp,New York,N11,SARA,19x13_NY1,Female,Warm,12.96,72,New York - Warm
6/29/18,9/10/18,73,10.43,endexp,New York,N11,SARA,19x13_NY2,Male,Warm,14.52,75.5,New York - Warm
6/29/18,9/10/18,73,10.43,endexp,New York,N11,SARA,19x13_NY3,Female,Warm,13.13,71,New York - Warm
6/29/18,9/10/18,73,10.43,endexp,New York,N11,SARA,19x13_NY4,Male,Cold,15.3,70.5,New York - Cold
6/29/18,9/10/18,73,10.43,endexp,New York,N11,SARA,19x13_NY5,Female,Cold,12.52,69.5,New York - Cold
7/20/18,10/1/18,73,10.43,endexp,New York,N11,SARA,19x13_NY7,Female,Cold,16.76,73,New York - Cold
7/20/18,10/1/18,73,10.43,endexp,New York,N11,SARA,19x13_NY6,Male,Cold,18.52,71.5,New York - Cold
7/20/18,10/1/18,73,10.43,endexp,New York,N11,SARA,19x13_NY8,Male,Warm,13,70.5,New York - Warm
8/10/18,10/22/18,73,10.43,endexp,New York,N11,SARA,19x13_NY9,Female,Warm,14.48,74,New York - Warm
8/10/18,10/22/18,73,10.43,endexp,New York,N11,SARA,19x13_NY10,Male,Cold,17.06,73,New York - Cold
8/10/18,10/22/18,73,10.43,endexp,New York,N11,SARA,19x13_NY12,Male,Warm,19.11,76.5,New York - Warm
11/13/18,1/26/19,74,10.57,endexp,New York,N11,SARA,19x13_NY11,Female,Cold,14.6,69,New York - Cold
11/13/18,1/26/19,74,10.57,endexp,New York,N11,SARA,19x13_NY13,Female,Cold,13.62,66,New York - Cold
11/13/18,1/26/19,74,10.57,endexp,New York,N11,SARA,19x13_NY14,Male,Cold,15.52,69.5,New York - Cold
11/13/18,1/26/19,74,10.57,endexp,New York,N11,SARA,19x13_NY15,Female,Warm,11.32,67.5,New York - Warm
12/30/18,3/17/19,77,11,endexp,New York,N11,SARA,19x13_NY16,Male,Cold,16.2,68,New York - Cold
12/30/18,3/17/19,77,11,endexp,New York,N11,SARA,19x13_NY17,Female,Cold,12.78,66.5,New York - Cold
12/30/18,3/17/19,77,11,endexp,New York,N11,SARA,19x13_NY18,Male,Warm,16,69,New York - Warm
4/6/19,6/20/19,75,10.71,endexp,New York,N12,SARA,19x13_NY23,Female,Cold,16.69,74.5,New York - Cold
4/6/19,6/18/19,73,10.43,endexp,New York,N12,SARA,19x13_NY24,Male,Warm,17.95,73,New York - Warm
4/6/19,6/20/19,75,10.71,endexp,New York,N12,SARA,19x13_NY25,Female,Warm,14.08,70.5,New York - Warm
4/6/19,6/18/19,73,10.43,endexp,New York,N12,SARA,19x13_NY26,Male,Cold,17.3,73,New York - Cold
4/28/19,7/19/19,82,11.71,endexp,New York,N12,SARA,19x13_NY32,Male,Cold,17.44,73,New York - Cold
4/28/19,7/19/19,82,11.71,endexp,New York,N12,SARA,19x13_NY33,Female,Warm,17.23,72,New York - Warm
4/28/19,7/19/19,82,11.71,endexp,New York,N12,SARA,19x13_NY34,Male,Warm,16.31,72,New York - Warm
6/29/18,7/31/18,32,4.57,na,New York,N11,SARA,19x13_NY1,Female,Warm,13.71,66.5,New York - Warm
6/29/18,7/31/18,32,4.57,na,New York,N11,SARA,19x13_NY2,Male,Warm,13.11,70,New York - Warm
6/29/18,7/31/18,32,4.57,na,New York,N11,SARA,19x13_NY3,Female,Warm,13.06,65.5,New York - Warm
6/29/18,7/31/18,32,4.57,na,New York,N11,SARA,19x13_NY4,Male,Cold,12.35,61.5,New York - Cold
6/29/18,7/31/18,32,4.57,na,New York,N11,SARA,19x13_NY5,Female,Cold,12.34,64,New York - Cold
6/29/18,8/7/18,39,5.57,na,New York,N11,SARA,19x13_NY1,Female,Warm,14.69,70,New York - Warm
6/29/18,8/7/18,39,5.57,na,New York,N11,SARA,19x13_NY2,Male,Warm,15.18,73,New York - Warm
6/29/18,8/7/18,39,5.57,na,New York,N11,SARA,19x13_NY3,Female,Warm,14.52,70,New York - Warm
6/29/18,8/7/18,39,5.57,na,New York,N11,SARA,19x13_NY4,Male,Cold,14.72,64.5,New York - Cold
6/29/18,8/7/18,39,5.57,na,New York,N11,SARA,19x13_NY5,Female,Cold,13.06,66,New York - Cold
6/29/18,8/14/18,46,6.57,na,New York,N11,SARA,19x13_NY1,Female,Warm,13.65,71,New York - Warm
6/29/18,8/14/18,46,6.57,na,New York,N11,SARA,19x13_NY2,Male,Warm,15.32,74,New York - Warm
6/29/18,8/14/18,46,6.57,na,New York,N11,SARA,19x13_NY3,Female,Warm,14.83,70,New York - Warm
6/29/18,8/14/18,46,6.57,na,New York,N11,SARA,19x13_NY4,Male,Cold,15.16,67,New York - Cold
6/29/18,8/14/18,46,6.57,na,New York,N11,SARA,19x13_NY5,Female,Cold,13.47,66,New York - Cold
6/29/18,8/21/18,53,7.57,na,New York,N11,SARA,19x13_NY1,Female,Warm,14.18,71.5,New York - Warm
6/29/18,8/21/18,53,7.57,na,New York,N11,SARA,19x13_NY2,Male,Warm,15.52,75,New York - Warm
6/29/18,8/21/18,53,7.57,na,New York,N11,SARA,19x13_NY3,Female,Warm,15.27,71,New York - Warm
6/29/18,8/21/18,53,7.57,na,New York,N11,SARA,19x13_NY4,Male,Cold,15.51,68,New York - Cold
6/29/18,8/21/18,53,7.57,na,New York,N11,SARA,19x13_NY5,Female,Cold,14.08,67.5,New York - Cold
6/29/18,8/28/18,60,8.57,na,New York,N11,SARA,19x13_NY1,Female,Warm,14.2,71.5,New York - Warm
6/29/18,8/28/18,60,8.57,na,New York,N11,SARA,19x13_NY2,Male,Warm,15.26,75.5,New York - Warm
6/29/18,8/28/18,60,8.57,na,New York,N11,SARA,19x13_NY3,Female,Warm,14.24,71,New York - Warm
6/29/18,8/28/18,60,8.57,na,New York,N11,SARA,19x13_NY4,Male,Cold,15.28,69.5,New York - Cold
6/29/18,8/28/18,60,8.57,na,New York,N11,SARA,19x13_NY5,Female,Cold,13.31,69.5,New York - Cold
6/29/18,9/4/18,67,9.57,na,New York,N11,SARA,19x13_NY1,Female,Warm,14.5,72,New York - Warm
6/29/18,9/4/18,67,9.57,na,New York,N11,SARA,19x13_NY2,Male,Warm,15.6,75.5,New York - Warm
6/29/18,9/4/18,67,9.57,na,New York,N11,SARA,19x13_NY3,Female,Warm,14.9,71,New York - Warm
6/29/18,9/4/18,67,9.57,na,New York,N11,SARA,19x13_NY4,Male,Cold,16.31,70.5,New York - Cold
6/29/18,9/4/18,67,9.57,na,New York,N11,SARA,19x13_NY5,Female,Cold,13.65,69.5,New York - Cold
7/20/18,8/21/18,32,4.57,na,New York,N11,SARA,19x13_NY7,Female,Cold,12.06,57,New York - Cold
7/20/18,8/21/18,32,4.57,na,New York,N11,SARA,19x13_NY6,Male,Cold,12.95,57.5,New York - Cold
7/20/18,8/21/18,32,4.57,na,New York,N11,SARA,19x13_NY8,Male,Warm,11.15,57.5,New York - Warm
7/20/18,8/28/18,39,5.57,na,New York,N11,SARA,19x13_NY7,Female,Cold,13.57,61.5,New York - Cold
7/20/18,8/28/18,39,5.57,na,New York,N11,SARA,19x13_NY6,Male,Cold,14.97,62.5,New York - Cold
7/20/18,8/28/18,39,5.57,na,New York,N11,SARA,19x13_NY8,Male,Warm,11.47,63.5,New York - Warm
7/20/18,9/4/18,46,6.57,na,New York,N11,SARA,19x13_NY7,Female,Cold,15.5,61.5,New York - Cold
7/20/18,9/4/18,46,6.57,na,New York,N11,SARA,19x13_NY6,Male,Cold,16.7,65.5,New York - Cold
7/20/18,9/4/18,46,6.57,na,New York,N11,SARA,19x13_NY8,Male,Warm,12.24,65.5,New York - Warm
7/20/18,9/11/18,53,7.57,na,New York,N11,SARA,19x13_NY7,Female,Cold,16.43,69.5,New York - Cold
7/20/18,9/11/18,53,7.57,na,New York,N11,SARA,19x13_NY6,Male,Cold,16.84,69,New York - Cold
7/20/18,9/11/18,53,7.57,na,New York,N11,SARA,19x13_NY8,Male,Warm,12.14,67,New York - Warm
7/20/18,9/18/18,60,8.57,na,New York,N11,SARA,19x13_NY7,Female,Cold,16.47,71,New York - Cold
7/20/18,9/18/18,60,8.57,na,New York,N11,SARA,19x13_NY6,Male,Cold,17.86,71.5,New York - Cold
7/20/18,9/18/18,60,8.57,na,New York,N11,SARA,19x13_NY8,Male,Warm,13.06,69,New York - Warm
7/20/18,9/25/18,67,9.57,na,New York,N11,SARA,19x13_NY7,Female,Cold,16.7,73,New York - Cold
7/20/18,9/25/18,67,9.57,na,New York,N11,SARA,19x13_NY6,Male,Cold,18.02,71.5,New York - Cold
7/20/18,9/25/18,67,9.57,na,New York,N11,SARA,19x13_NY8,Male,Warm,12.85,70.5,New York - Warm
8/10/18,9/11/18,32,4.57,na,New York,N11,SARA,19x13_NY9,Female,Warm,12.33,62.5,New York - Warm
8/10/18,9/11/18,32,4.57,na,New York,N11,SARA,19x13_NY10,Male,Cold,12.9,64,New York - Cold
8/10/18,9/11/18,32,4.57,na,New York,N11,SARA,19x13_NY12,Male,Warm,13.46,66,New York - Warm
8/10/18,9/18/18,39,5.57,na,New York,N11,SARA,19x13_NY9,Female,Warm,13.76,66.5,New York - Warm
8/10/18,9/18/18,39,5.57,na,New York,N11,SARA,19x13_NY10,Male,Cold,15.53,67,New York - Cold
8/10/18,9/18/18,39,5.57,na,New York,N11,SARA,19x13_NY12,Male,Warm,16.53,69,New York - Warm
8/10/18,9/25/18,46,6.57,na,New York,N11,SARA,19x13_NY9,Female,Warm,14.55,69,New York - Warm
8/10/18,9/25/18,46,6.57,na,New York,N11,SARA,19x13_NY10,Male,Cold,16.07,70,New York - Cold
8/10/18,9/25/18,46,6.57,na,New York,N11,SARA,19x13_NY12,Male,Warm,17.27,73,New York - Warm
8/10/18,10/2/18,53,7.57,na,New York,N11,SARA,19x13_NY9,Female,Warm,15.11,71,New York - Warm
8/10/18,10/2/18,53,7.57,na,New York,N11,SARA,19x13_NY10,Male,Cold,16.07,71.5,New York - Cold
8/10/18,10/2/18,53,7.57,na,New York,N11,SARA,19x13_NY12,Male,Warm,18.76,74.5,New York - Warm
8/10/18,10/9/18,60,8.57,na,New York,N11,SARA,19x13_NY9,Female,Warm,15.13,73.5,New York - Warm
8/10/18,10/9/18,60,8.57,na,New York,N11,SARA,19x13_NY10,Male,Cold,16.36,72.5,New York - Cold
8/10/18,10/9/18,60,8.57,na,New York,N11,SARA,19x13_NY12,Male,Warm,18.67,75.5,New York - Warm
8/10/18,10/16/18,67,9.57,na,New York,N11,SARA,19x13_NY9,Female,Warm,14.97,74,New York - Warm
8/10/18,10/16/18,67,9.57,na,New York,N11,SARA,19x13_NY10,Male,Cold,16.33,73,New York - Cold
8/10/18,10/16/18,67,9.57,na,New York,N11,SARA,19x13_NY12,Male,Warm,19.39,76.5,New York - Warm
11/13/18,12/16/18,33,4.71,na,New York,N11,SARA,19x13_NY11,Female,Cold,12.04,56.5,New York - Cold
11/13/18,12/29/18,46,6.57,na,New York,N11,SARA,19x13_NY11,Female,Cold,14.49,63.5,New York - Cold
11/13/18,1/12/19,60,8.57,na,New York,N11,SARA,19x13_NY11,Female,Cold,14.92,67.5,New York - Cold
11/13/18,1/21/19,69,9.86,na,New York,N11,SARA,19x13_NY11,Female,Cold,15.39,69,New York - Cold
11/13/18,12/16/18,33,4.71,na,New York,N11,SARA,19x13_NY13,Female,Cold,11.26,55,New York - Cold
11/13/18,12/29/18,46,6.57,na,New York,N11,SARA,19x13_NY13,Female,Cold,13.34,62.5,New York - Cold
11/13/18,1/12/19,60,8.57,na,New York,N11,SARA,19x13_NY13,Female,Cold,13.57,64.5,New York - Cold
11/13/18,1/21/19,69,9.86,na,New York,N11,SARA,19x13_NY13,Female,Cold,14.36,66,New York - Cold
11/13/18,12/16/18,33,4.71,na,New York,N11,SARA,19x13_NY14,Male,Cold,12.35,56,New York - Cold
11/13/18,12/29/18,46,6.57,na,New York,N11,SARA,19x13_NY14,Male,Cold,15.13,65,New York - Cold
11/13/18,1/12/19,60,8.57,na,New York,N11,SARA,19x13_NY14,Male,Cold,15.58,68.5,New York - Cold
11/13/18,1/21/19,69,9.86,na,New York,N11,SARA,19x13_NY14,Male,Cold,15.75,69.5,New York - Cold
11/13/18,12/16/18,33,4.71,na,New York,N11,SARA,19x13_NY15,Female,Warm,9.87,57,New York - Warm
11/13/18,12/29/18,46,6.57,na,New York,N11,SARA,19x13_NY15,Female,Warm,10.81,65,New York - Warm
11/13/18,1/12/19,60,8.57,na,New York,N11,SARA,19x13_NY15,Female,Warm,12.52,66.5,New York - Warm
11/13/18,1/21/19,69,9.86,na,New York,N11,SARA,19x13_NY15,Female,Warm,12.55,67.5,New York - Warm
12/30/18,1/31/19,32,4.57,na,New York,N11,SARA,19x13_NY16,Male,Cold,12.85,58.5,New York - Cold
12/30/18,2/8/19,40,5.71,na,New York,N11,SARA,19x13_NY16,Male,Cold,15.08,63,New York - Cold
12/30/18,2/16/19,48,6.86,na,New York,N11,SARA,19x13_NY16,Male,Cold,15.25,60,New York - Cold
12/30/18,2/28/19,60,8.57,na,New York,N11,SARA,19x13_NY16,Male,Cold,15.85,67.5,New York - Cold
12/30/18,3/8/19,68,9.71,na,New York,N11,SARA,19x13_NY16,Male,Cold,16.61,68,New York - Cold
12/30/18,1/31/19,32,4.57,na,New York,N11,SARA,19x13_NY17,Female,Cold,10.04,55,New York - Cold
12/30/18,2/8/19,40,5.71,na,New York,N11,SARA,19x13_NY17,Female,Cold,11.25,58,New York - Cold
12/30/18,2/16/19,48,6.86,na,New York,N11,SARA,19x13_NY17,Female,Cold,12.35,59,New York - Cold
12/30/18,2/28/19,60,8.57,na,New York,N11,SARA,19x13_NY17,Female,Cold,12.46,64,New York - Cold
12/30/18,3/8/19,68,9.71,na,New York,N11,SARA,19x13_NY17,Female,Cold,13.03,65,New York - Cold
12/30/18,1/31/19,32,4.57,na,New York,N11,SARA,19x13_NY18,Male,Warm,11.16,58,New York - Warm
12/30/18,2/8/19,40,5.71,na,New York,N11,SARA,19x13_NY18,Male,Warm,13.46,62.5,New York - Warm
12/30/18,2/16/19,48,6.86,na,New York,N11,SARA,19x13_NY18,Male,Warm,15.14,65.5,New York - Warm
12/30/18,2/28/19,60,8.57,na,New York,N11,SARA,19x13_NY18,Male,Warm,16.37,69,New York - Warm
12/30/18,3/8/19,68,9.71,na,New York,N11,SARA,19x13_NY18,Male,Warm,16.98,69,New York - Warm
4/6/19,5/10/19,34,4.86,na,New York,N12,SARA,19x13_NY23,Female,Cold,14.61,69,New York - Cold
4/6/19,5/16/19,40,5.71,na,New York,N12,SARA,19x13_NY23,Female,Cold,16,71,New York - Cold
4/6/19,5/22/19,46,6.57,na,New York,N12,SARA,19x13_NY23,Female,Cold,15.98,72,New York - Cold
4/6/19,5/30/19,54,7.71,na,New York,N12,SARA,19x13_NY23,Female,Cold,15.71,73.5,New York - Cold
4/6/19,5/10/19,34,4.86,na,New York,N12,SARA,19x13_NY24,Male,Warm,15.6,70.5,New York - Warm
4/6/19,5/16/19,40,5.71,na,New York,N12,SARA,19x13_NY24,Male,Warm,17.12,71.5,New York - Warm
4/6/19,5/22/19,46,6.57,na,New York,N12,SARA,19x13_NY24,Male,Warm,15.81,70.5,New York - Warm
4/6/19,5/30/19,54,7.71,na,New York,N12,SARA,19x13_NY24,Male,Warm,16.44,73,New York - Warm
4/6/19,5/10/19,34,4.86,na,New York,N12,SARA,19x13_NY25,Female,Warm,12.28,66.5,New York - Warm
4/6/19,5/16/19,40,5.71,na,New York,N12,SARA,19x13_NY25,Female,Warm,13.09,67.5,New York - Warm
4/6/19,5/22/19,46,6.57,na,New York,N12,SARA,19x13_NY25,Female,Warm,12.86,68.5,New York - Warm
4/6/19,5/30/19,54,7.71,na,New York,N12,SARA,19x13_NY25,Female,Warm,13.12,68.5,New York - Warm
4/6/19,5/10/19,34,4.86,na,New York,N12,SARA,19x13_NY26,Male,Cold,12.99,68,New York - Cold
4/6/19,5/16/19,40,5.71,na,New York,N12,SARA,19x13_NY26,Male,Cold,13.82,69,New York - Cold
4/6/19,5/22/19,46,6.57,na,New York,N12,SARA,19x13_NY26,Male,Cold,14.65,70.5,New York - Cold
4/6/19,5/30/19,54,7.71,na,New York,N12,SARA,19x13_NY26,Male,Cold,14.98,72,New York - Cold
4/28/19,5/30/19,32,4.57,na,New York,N12,SARA,19x13_NY32,Male,Cold,13.56,67,New York - Cold
4/28/19,6/12/19,45,6.43,na,New York,N12,SARA,19x13_NY32,Male,Cold,17.52,NA,New York - Cold
4/28/19,5/30/19,32,4.57,na,New York,N12,SARA,19x13_NY33,Female,Warm,12.61,65,New York - Warm
4/28/19,6/12/19,45,6.43,na,New York,N12,SARA,19x13_NY33,Female,Warm,14.24,NA,New York - Warm
4/28/19,5/30/19,32,4.57,na,New York,N12,SARA,19x13_NY34,Male,Warm,11.1,64,New York - Warm
4/28/19,6/12/19,45,6.43,na,New York,N12,SARA,19x13_NY34,Male,Warm,12.63,NA,New York - Warm
6/29/18,7/24/18,25,3.57,startexp,New York,N11,SARA,19x13_NY1,Female,Warm,11.66,60,New York - Warm
6/29/18,7/24/18,25,3.57,startexp,New York,N11,SARA,19x13_NY2,Male,Warm,10.38,61.5,New York - Warm
6/29/18,7/24/18,25,3.57,startexp,New York,N11,SARA,19x13_NY3,Female,Warm,11.05,60.5,New York - Warm
6/29/18,7/24/18,25,3.57,startexp,New York,N11,SARA,19x13_NY4,Male,Cold,10.58,57,New York - Cold
6/29/18,7/24/18,25,3.57,startexp,New York,N11,SARA,19x13_NY5,Female,Cold,11.29,58,New York - Cold
7/20/18,8/14/18,25,3.57,startexp,New York,N11,SARA,19x13_NY7,Female,Cold,9.52,53,New York - Cold
7/20/18,8/14/18,25,3.57,startexp,New York,N11,SARA,19x13_NY6,Male,Cold,10.7,55,New York - Cold
7/20/18,8/14/18,25,3.57,startexp,New York,N11,SARA,19x13_NY8,Male,Warm,8.89,53,New York - Warm
8/10/18,9/4/18,25,3.57,startexp,New York,N11,SARA,19x13_NY9,Female,Warm,9.87,60.5,New York - Warm
8/10/18,9/4/18,25,3.57,startexp,New York,N11,SARA,19x13_NY10,Male,Cold,9.77,59,New York - Cold
8/10/18,9/4/18,25,3.57,startexp,New York,N11,SARA,19x13_NY12,Male,Warm,10.76,58,New York - Warm
11/13/18,12/8/18,25,3.57,startexp,New York,N11,SARA,19x13_NY13,Female,Cold,8.77,49,New York - Cold
11/13/18,12/8/18,25,3.57,startexp,New York,N11,SARA,19x13_NY14,Male,Cold,9.38,51.5,New York - Cold
11/13/18,12/8/18,25,3.57,startexp,New York,N11,SARA,19x13_NY15,Female,Warm,7.9,49.5,New York - Warm
12/30/18,1/25/19,26,3.71,startexp,New York,N11,SARA,19x13_NY16,Male,Cold,9.91,53.5,New York - Cold
12/30/18,1/25/19,26,3.71,startexp,New York,N11,SARA,19x13_NY17,Female,Cold,8.61,53.5,New York - Cold
12/30/18,1/25/19,26,3.71,startexp,New York,N11,SARA,19x13_NY18,Male,Warm,9.32,53.5,New York - Warm
4/6/19,5/1/19,25,3.57,startexp,New York,N12,SARA,19x13_NY23,Female,Cold,10.29,63.5,New York - Cold
4/6/19,5/1/19,25,3.57,startexp,New York,N12,SARA,19x13_NY24,Male,Warm,10.69,57.5,New York - Warm
4/6/19,5/1/19,25,3.57,startexp,New York,N12,SARA,19x13_NY25,Female,Warm,8.93,59,New York - Warm
4/6/19,5/1/19,25,3.57,startexp,New York,N12,SARA,19x13_NY26,Male,Cold,10.61,65,New York - Cold
4/28/19,5/23/19,25,3.57,startexp,New York,N12,SARA,19x13_NY32,Male,Cold,9.63,60.5,New York - Cold
4/28/19,5/23/19,25,3.57,startexp,New York,N12,SARA,19x13_NY33,Female,Warm,10.62,61,New York - Warm
4/28/19,5/23/19,25,3.57,startexp,New York,N12,SARA,19x13_NY34,Male,Warm,9.22,58,New York - Warm
6/29/18,7/19/18,20,2.86,weaning,New York,N11,SARA,19x13_NY1,Female,Warm,8.7,55.5,New York - Warm
6/29/18,7/19/18,20,2.86,weaning,New York,N11,SARA,19x13_NY2,Male,Warm,8.18,55,New York - Warm
6/29/18,7/19/18,20,2.86,weaning,New York,N11,SARA,19x13_NY3,Female,Warm,8.89,56,New York - Warm
6/29/18,7/19/18,20,2.86,weaning,New York,N11,SARA,19x13_NY4,Male,Cold,8.46,53,New York - Cold
6/29/18,7/19/18,20,2.86,weaning,New York,N11,SARA,19x13_NY5,Female,Cold,8.5,55.5,New York - Cold
7/20/18,8/9/18,20,2.86,weaning,New York,N11,SARA,19x13_NY7,Female,Cold,6.55,48,New York - Cold
7/20/18,8/9/18,20,2.86,weaning,New York,N11,SARA,19x13_NY6,Male,Cold,6.89,47.5,New York - Cold
7/20/18,8/9/18,20,2.86,weaning,New York,N11,SARA,19x13_NY8,Male,Warm,5.99,47,New York - Warm
8/10/18,9/1/18,22,3.14,weaning,New York,N11,SARA,19x13_NY9,Female,Warm,9.21,57,New York - Warm
8/10/18,9/1/18,22,3.14,weaning,New York,N11,SARA,19x13_NY10,Male,Cold,8.48,56.5,New York - Cold
8/10/18,9/1/18,22,3.14,weaning,New York,N11,SARA,19x13_NY12,Male,Warm,9.52,57,New York - Warm
11/13/18,12/5/18,22,3.14,weaning,New York,N11,SARA,19x13_NY13,Female,Cold,6.93,48,New York - Cold
11/13/18,12/5/18,22,3.14,weaning,New York,N11,SARA,19x13_NY14,Male,Cold,7.04,48,New York - Cold
11/13/18,12/5/18,22,3.14,weaning,New York,N11,SARA,19x13_NY15,Female,Warm,6.77,46.5,New York - Warm
6/9/18,8/25/18,77,11,endexp,Brazil,N12,MANB,222x254_BZ1,Female,Cold,13.49,70,Brazil - Cold
6/9/18,8/25/18,77,11,endexp,Brazil,N12,MANB,222x254_BZ2,Male,Cold,15.81,76,Brazil - Cold
6/9/18,8/25/18,77,11,endexp,Brazil,N12,MANB,222x254_BZ3,Female,Warm,13.48,78,Brazil - Warm
7/20/18,10/9/18,81,11.57,endexp,Brazil,N12,MANB,222x254_BZ4,Male,Warm,14.9,79.5,Brazil - Warm
7/20/18,10/9/18,81,11.57,endexp,Brazil,N12,MANB,222x254_BZ5,Female,Warm,13.34,82,Brazil - Warm
7/20/18,10/9/18,81,11.57,endexp,Brazil,N12,MANB,222x254_BZ7,Female,Cold,12.36,74,Brazil - Cold
7/20/18,10/9/18,81,11.57,endexp,Brazil,N12,MANB,222x254_BZ9,Female,Cold,13.96,78,Brazil - Cold
8/12/18,10/27/18,76,10.86,endexp,Brazil,N12,MANB,222x254_BZ6,Male,Warm,15.71,81.5,Brazil - Warm
8/12/18,10/27/18,76,10.86,endexp,Brazil,N12,MANB,222x254_BZ8,Male,Warm,14.01,77.5,Brazil - Warm
8/12/18,10/27/18,76,10.86,endexp,Brazil,N12,MANB,222x254_BZ10,Male,Cold,14.85,78.5,Brazil - Cold
8/12/18,10/27/18,76,10.86,endexp,Brazil,N12,MANB,222x254_BZ11,Female,Warm,11.96,75,Brazil - Warm
8/12/18,10/27/18,76,10.86,endexp,Brazil,N12,MANB,222x254_BZ13,Female,Cold,13.04,73,Brazil - Cold
8/12/18,10/27/18,76,10.86,endexp,Brazil,N12,MANB,222x254_BZ15,Female,Cold,12.76,74,Brazil - Cold
6/9/18,7/11/18,32,4.57,na,Brazil,N12,MANB,222x254_BZ1,Female,Cold,9.96,65,Brazil - Cold
6/9/18,7/11/18,32,4.57,na,Brazil,N12,MANB,222x254_BZ2,Male,Cold,11.35,66,Brazil - Cold
6/9/18,7/11/18,32,4.57,na,Brazil,N12,MANB,222x254_BZ3,Female,Warm,9.8,65.5,Brazil - Warm
6/9/18,7/18/18,39,5.57,na,Brazil,N12,MANB,222x254_BZ1,Female,Cold,11.23,65,Brazil - Cold
6/9/18,7/18/18,39,5.57,na,Brazil,N12,MANB,222x254_BZ2,Male,Cold,13.48,68.5,Brazil - Cold
6/9/18,7/18/18,39,5.57,na,Brazil,N12,MANB,222x254_BZ3,Female,Warm,12.27,71.5,Brazil - Warm
6/9/18,7/25/18,46,6.57,na,Brazil,N12,MANB,222x254_BZ1,Female,Cold,12.66,66.5,Brazil - Cold
6/9/18,7/25/18,46,6.57,na,Brazil,N12,MANB,222x254_BZ2,Male,Cold,13.88,71,Brazil - Cold
6/9/18,7/25/18,46,6.57,na,Brazil,N12,MANB,222x254_BZ3,Female,Warm,12.88,74.5,Brazil - Warm
6/9/18,8/1/18,53,7.57,na,Brazil,N12,MANB,222x254_BZ1,Female,Cold,12.66,69.5,Brazil - Cold
6/9/18,8/1/18,53,7.57,na,Brazil,N12,MANB,222x254_BZ2,Male,Cold,14.4,73,Brazil - Cold
6/9/18,8/1/18,53,7.57,na,Brazil,N12,MANB,222x254_BZ3,Female,Warm,13.26,77.5,Brazil - Warm
6/9/18,8/8/18,60,8.57,na,Brazil,N12,MANB,222x254_BZ1,Female,Cold,13.34,69.5,Brazil - Cold
6/9/18,8/8/18,60,8.57,na,Brazil,N12,MANB,222x254_BZ2,Male,Cold,15.14,73,Brazil - Cold
6/9/18,8/8/18,60,8.57,na,Brazil,N12,MANB,222x254_BZ3,Female,Warm,13.16,77.5,Brazil - Warm
6/9/18,8/15/18,67,9.57,na,Brazil,N12,MANB,222x254_BZ1,Female,Cold,13.12,69.5,Brazil - Cold
6/9/18,8/15/18,67,9.57,na,Brazil,N12,MANB,222x254_BZ2,Male,Cold,15.55,73,Brazil - Cold
6/9/18,8/15/18,67,9.57,na,Brazil,N12,MANB,222x254_BZ3,Female,Warm,13.21,77.5,Brazil - Warm
6/9/18,8/22/18,74,10.57,na,Brazil,N12,MANB,222x254_BZ1,Female,Cold,13.12,70,Brazil - Cold
6/9/18,8/22/18,74,10.57,na,Brazil,N12,MANB,222x254_BZ2,Male,Cold,15.85,75,Brazil - Cold
6/9/18,8/22/18,74,10.57,na,Brazil,N12,MANB,222x254_BZ3,Female,Warm,13.23,78,Brazil - Warm
7/20/18,8/21/18,32,4.57,na,Brazil,N12,MANB,222x254_BZ4,Male,Warm,11.87,70.5,Brazil - Warm
7/20/18,8/21/18,32,4.57,na,Brazil,N12,MANB,222x254_BZ5,Female,Warm,9.76,71,Brazil - Warm
7/20/18,8/21/18,32,4.57,na,Brazil,N12,MANB,222x254_BZ7,Female,Cold,8.76,66.5,Brazil - Cold
7/20/18,8/21/18,32,4.57,na,Brazil,N12,MANB,222x254_BZ9,Female,Cold,9.85,68.5,Brazil - Cold
7/20/18,8/28/18,39,5.57,na,Brazil,N12,MANB,222x254_BZ4,Male,Warm,13.05,75,Brazil - Warm
7/20/18,8/28/18,39,5.57,na,Brazil,N12,MANB,222x254_BZ5,Female,Warm,11.33,75.5,Brazil - Warm
7/20/18,8/28/18,39,5.57,na,Brazil,N12,MANB,222x254_BZ7,Female,Cold,10.17,66.5,Brazil - Cold
7/20/18,8/28/18,39,5.57,na,Brazil,N12,MANB,222x254_BZ9,Female,Cold,11.6,72,Brazil - Cold
